open,close,high,low,volume,begin,ticker,target_return_1d,target_direction_1d,target_return_20d,target_direction_20d,diff,weekday
5436.5,5469.0,5504.5,5392.0,953886,2020-06-22,LKOH,-0.0031084293289449,0,-0.0789906747120131,0,3,0
1336.0,1371.8,1378.4,1250.0,263697,2020-06-22,T,0.0469456188948826,1,0.2902755503717744,1,3,0
39.645,39.375,39.655,38.9,11417400,2020-06-22,MAGN,-0.0092698412698413,0,-0.0148571428571429,0,3,0
374.55,375.65,379.0,370.5,5860910,2020-06-22,ROSN,-0.0054572075069877,0,-0.0291494742446425,0,3,0
327.5,325.0,327.65,322.7,5651790,2020-06-22,MTSS,-0.0009230769230769,0,-0.0035384615384614,0,3,0
1073.6,1081.4,1082.8,1057.6,1285009,2020-06-22,NVTK,-0.0048085814684668,0,0.0157203624930646,1,3,0
3958.5,4076.0,4086.0,3907.0,655914,2020-06-22,MGNT,0.009568204121688,1,0.1506378802747792,1,3,0
81.72,82.1,83.98,80.26,18502950,2020-06-22,AFLT,-0.0109622411693056,0,0.0484774665042631,1,3,0
1117.75,1133.65,1147.8,1109.55,257826,2020-06-22,PLZL,0.0217880298151984,1,0.2278922065893351,1,3,0
870.4,872.0,878.0,868.0,753462,2020-06-23,CHMF,-0.0121559633027523,0,0.0201834862385321,1,1,1
5480.0,5452.0,5507.0,5437.5,955678,2020-06-23,LKOH,-0.0106382978723403,0,-0.0876742479823917,0,1,1
116.42,115.4,116.42,115.02,8021190,2020-06-23,MOEX,-0.0045927209705373,0,0.0871750433275562,1,1,1
1081.0,1076.2,1090.0,1073.8,939852,2020-06-23,NVTK,-0.0113361828656384,0,0.0057610109645047,1,1,1
1130.35,1158.35,1164.05,1123.4,199922,2020-06-23,PLZL,0.0077265075322656,1,0.2516078905339491,1,1,1
194.8,194.83,196.32,194.0,33831430,2020-06-23,GAZP,-0.0132423138120413,0,-0.0520453728891855,0,1,1
355.0,354.1,356.45,353.55,4395170,2020-06-23,SIBN,-0.0430669302456933,0,-0.0882519062411748,0,1,1
2682.0,2662.0,2687.0,2631.0,86898,2020-06-23,PHOR,-0.0120210368144252,0,-0.0236664162283997,0,1,1
190.12,196.36,197.5,190.12,369226,2020-06-23,GMKN,0.0108983499694437,1,-0.0464453045426767,0,1,1
39.57,39.01,39.725,38.92,10592900,2020-06-23,MAGN,-0.0333247885157651,0,-0.0053832350679313,0,1,1
4080.5,4115.0,4204.5,4080.5,715847,2020-06-23,MGNT,0.0061968408262453,1,0.1470230862697448,1,1,1
26.655,26.55,26.75,26.405,5747310,2020-06-23,RUAL,-0.0116760828625236,0,0.0112994350282487,1,1,1
1380.0,1436.2,1456.8,1374.0,394282,2020-06-23,T,0.014761175323771,1,0.2226709371953765,1,1,1
64.36,64.29,64.83,63.87,10619080,2020-06-23,ALRS,-0.0139990667288848,0,-0.0041997200186655,0,1,1
325.55,324.7,326.3,323.4,5203960,2020-06-23,MTSS,0.0023098244533414,1,-0.0084693563289189,0,1,1
376.9,373.6,377.75,372.5,4257880,2020-06-23,ROSN,-0.0056209850107067,0,-0.0364025695931478,0,1,1
82.04,81.2,82.48,80.4,16848930,2020-06-23,AFLT,-0.0076354679802955,0,0.0485221674876847,1,1,1
177.725,177.70000000000002,179.4,177.15,20512740000,2020-06-23,VTBR,0.0016882386043892,1,0.0541643218908269,1,1,1
207.7,207.3,209.74,206.43,53487940,2020-06-23,SBER,-0.0018330921369996,0,0.0391220453449105,1,1,1
1420.0,1457.4,1476.4,1410.4,328283,2020-06-25,T,0.0032935364347468,1,0.2184712501715382,1,2,3
201.0,206.92,207.0,200.75,71495220,2020-06-25,SBER,-0.018219601778465,0,0.0437367098395515,1,2,3
1062.0,1064.0,1070.2,1055.0,1177959,2020-06-25,NVTK,-0.0178571428571429,0,0.0272556390977443,1,2,3
333.0,338.85,339.85,331.1,4331840,2020-06-25,SIBN,-0.0054596429098421,0,-0.0458905120259702,0,2,3
194.02,198.5,198.92,192.34,352108,2020-06-25,GMKN,-0.0086649874055415,0,-0.0397984886649874,0,2,3
79.78,80.58,80.8,78.22,21559860,2020-06-25,AFLT,-0.014892032762472,0,0.0965500124100273,1,2,3
115.0,114.87,115.6,113.6,13341950,2020-06-25,MOEX,-0.0126229650909723,0,0.1160442239052841,1,2,3
5325.0,5394.0,5402.0,5310.5,1556993,2020-06-25,LKOH,-0.0134408602150537,0,-0.075454208379681,0,2,3
64.0,63.39,64.2,62.83,24940770,2020-06-25,ALRS,-0.0023663038334121,0,0.0244518062785927,1,2,3
865.2,861.4,867.4,856.4,1231065,2020-06-25,CHMF,-0.011376828418853,0,0.0380775481773856,1,2,3
2647.0,2630.0,2652.0,2598.0,130745,2020-06-25,PHOR,-0.0098859315589353,0,-0.0064638783269962,0,2,3
1153.0,1167.3,1179.25,1150.85,247832,2020-06-25,PLZL,0.0056112396127816,1,0.3077186670093379,1,2,3
191.72,192.25,192.48,190.55,49036370,2020-06-25,GAZP,0.0039011703511053,1,-0.035370611183355,0,2,3
4093.5,4140.5,4167.0,4066.0,872217,2020-06-25,MGNT,0.0096606690013283,1,0.1550537374713199,1,2,3
366.95,371.5,372.0,362.2,9320050,2020-06-25,ROSN,-0.0119784656796769,0,-0.031628532974428,0,2,3
38.71,37.71,38.71,37.57,31397200,2020-06-25,MAGN,0.0,0,0.0384513391673295,1,2,3
26.23,26.24,26.495,25.875,7552570,2020-06-25,RUAL,0.0053353658536585,1,0.0121951219512195,1,2,3
323.55,325.45,327.1,321.65,6408930,2020-06-25,MTSS,-0.0035335689045935,0,-0.013673375326471,0,2,3
175.52499999999998,178.0,178.0,174.875,26359740000,2020-06-25,VTBR,-0.0126404494382021,0,0.0660112359550562,1,2,3
5388.0,5321.5,5407.0,5303.0,768876,2020-06-26,LKOH,-0.0012214601146293,0,-0.0578784177393592,0,1,4
1457.6,1462.2,1507.8,1453.0,249767,2020-06-26,T,-0.0028723840787854,0,0.2529065791273424,1,1,4
339.05,337.0,341.7,334.95,1420520,2020-06-26,SIBN,-0.0043026706231453,0,-0.0412462908011869,0,1,4
37.995,37.71,38.1,37.335,16230000,2020-06-26,MAGN,-0.0135242641209227,0,0.0375232033943251,1,1,4
373.05,367.05,373.05,366.0,3593650,2020-06-26,ROSN,-0.0042228579212642,0,-0.023974935294919,0,1,4
192.83,193.0,195.69,190.51,60445170,2020-06-26,GAZP,0.0255958549222796,1,-0.0412953367875648,0,1,4
115.06,113.42,115.39,111.47,9954100,2020-06-26,MOEX,-0.0001763357432551,0,0.1638159054840415,1,1,4
2651.0,2604.0,2651.0,2602.0,61671,2020-06-26,PHOR,-0.0003840245775729,0,0.0061443932411673,1,1,4
326.0,324.3,326.95,323.6,4038520,2020-06-26,MTSS,0.0050878815911192,1,-0.0032377428307123,0,1,4
26.395,26.38,26.64,26.12,4800530,2020-06-26,RUAL,0.0022744503411675,1,0.0227445034116755,1,1,4
1061.0,1045.0,1066.2,1042.0,702314,2020-06-26,NVTK,-0.0011483253588516,0,0.0354066985645933,1,1,4
863.4,851.6,864.8,847.2,1322305,2020-06-26,CHMF,0.0037576326914043,1,0.0681070925317051,1,1,4
80.5,79.38,81.44,78.76,14677280,2020-06-26,AFLT,0.0443436633912825,1,0.1040564373897707,1,1,4
63.35,63.24,63.7,62.9,11173160,2020-06-26,ALRS,0.0154965211891207,1,0.0543959519291588,1,1,4
177.9,175.75,178.5,175.20000000000002,19433400000,2020-06-26,VTBR,0.0095305832147938,1,0.1155049786628734,1,1,4
4145.0,4180.5,4224.0,4134.5,559088,2020-06-26,MGNT,-0.0057409400789378,0,0.1367061356297094,1,1,4
198.94,196.78,201.42,195.46,272371,2020-06-26,GMKN,-0.0244943591828437,0,0.0056916353287936,1,1,4
1169.0,1173.85,1183.5,1162.8,142151,2020-06-26,PLZL,0.0129062486689099,1,0.4693529837713508,1,1,4
206.97,203.15,207.5,201.76,46690640,2020-06-26,SBER,0.0130445483632783,1,0.0676839773566331,1,1,4
62.91,64.22,64.5,62.91,12390520,2020-06-29,ALRS,0.0042042977265648,1,0.0221114917471192,1,3,0
113.01,113.4,114.2,112.24,6816030,2020-06-29,MOEX,-0.0013227513227513,0,0.1619047619047617,1,3,0
175.875,177.425,177.55,174.225,19417280000,2020-06-29,VTBR,-0.0122587008595181,0,0.0963787515851768,1,3,0
365.5,365.5,367.45,361.7,4326180,2020-06-29,ROSN,-0.0101231190150478,0,-0.0276333789329685,0,3,0
5303.0,5315.0,5327.0,5266.5,976763,2020-06-29,LKOH,-0.0003762935089369,0,-0.0549388523047977,0,3,0
196.0,191.96,196.0,189.86,451927,2020-06-29,GMKN,-0.0214628047509898,0,0.0219837466138779,1,3,0
333.95,335.55,336.25,328.85,2238380,2020-06-29,SIBN,-0.0089405453732677,0,-0.0318879451646549,0,3,0
26.115,26.44,26.44,25.755,4400290,2020-06-29,RUAL,-0.0060514372163389,0,0.0495461422087746,1,3,0
324.95,325.95,326.65,324.5,3507190,2020-06-29,MTSS,0.0138057984353427,1,0.0023009664058903,1,3,0
850.0,854.8,855.0,841.0,872222,2020-06-29,CHMF,0.0107627515208237,1,0.0753392606457652,1,3,0
1045.0,1043.8,1052.6,1028.4,1327863,2020-06-29,NVTK,-0.0208852270549912,0,0.0346809733665454,1,3,0
1450.0,1458.0,1479.0,1413.6,285584,2020-06-29,T,-0.0139917695473251,0,0.2377229080932783,1,3,0
201.0,205.8,205.86,200.97,43082680,2020-06-29,SBER,-0.012536443148688,0,0.0472789115646257,1,3,0
37.48,37.2,37.855,37.16,12011300,2020-06-29,MAGN,-0.0057795698924731,0,0.0858870967741936,1,3,0
1175.0,1189.0,1201.0,1171.8,219174,2020-06-29,PLZL,0.0067283431455005,1,0.3944491169049622,1,3,0
2608.0,2603.0,2629.0,2602.0,63976,2020-06-29,PHOR,0.0153668843641951,1,0.0188244333461391,1,3,0
192.64,197.94,198.1,192.58,45837860,2020-06-29,GAZP,-0.0183388905729008,0,-0.0689097706375668,0,3,0
79.0,82.9,83.0,77.44,37790740,2020-06-29,AFLT,-0.0067551266586248,0,0.010132689987937,1,3,0
4184.0,4156.5,4208.5,4114.0,332606,2020-06-29,MGNT,-0.0292313244316131,0,0.1471189702875015,1,3,0
197.9,194.31,198.48,193.24,52319960,2020-06-30,GAZP,0.0049920230559414,1,-0.0495085173176882,0,1,1
26.47,26.28,26.69,26.15,4433870,2020-06-30,RUAL,-0.0049467275494673,0,0.0730593607305936,1,1,1
365.6,361.8,366.2,359.5,4138970,2020-06-30,ROSN,0.011746821448314,1,-0.0038695411829741,0,1,1
5310.0,5313.0,5355.0,5279.5,918107,2020-06-30,LKOH,0.0193864106907584,1,-0.0241859589685676,0,1,1
177.1,175.25,177.75,174.6,21458800000,2020-06-30,VTBR,0.0102710413694719,1,0.1195435092724679,1,1,1
4157.0,4035.0,4174.5,4020.5,439531,2020-06-30,MGNT,0.0413878562577447,1,0.1643122676579926,1,1,1
326.1,330.45,333.0,325.5,7277040,2020-06-30,MTSS,0.0012104705704343,1,-0.0019670146769555,0,1,1
37.355,36.985,37.815,36.985,21202500,2020-06-30,MAGN,0.0167635527916722,1,0.0788157361092334,1,1,1
1189.9,1197.0,1207.2,1185.1,172987,2020-06-30,PLZL,0.0003341687552214,1,0.3909774436090225,1,1,1
82.82,82.34,83.62,80.98,23644570,2020-06-30,AFLT,-0.0087442312363371,0,0.0140879281029875,1,1,1
1047.0,1022.0,1048.6,1010.8,1453240,2020-06-30,NVTK,0.0205479452054795,1,0.0661448140900193,1,1,1
64.36,64.49,64.86,64.13,11864170,2020-06-30,ALRS,0.0128702124360364,1,0.0286866180803226,1,1,1
855.4,864.0,870.8,852.6,1291369,2020-06-30,CHMF,0.0057870370370369,1,0.0710648148148147,1,1,1
1469.8,1437.6,1488.8,1407.6,270579,2020-06-30,T,0.0065386755703951,1,0.2646076794657763,1,1,1
191.9,187.84,192.38,186.5,454814,2020-06-30,GMKN,-0.0015971039182283,0,0.0545144804088586,1,1,1
335.3,332.55,336.35,328.95,1518930,2020-06-30,SIBN,0.0019545932942413,1,-0.0211998195760035,0,1,1
113.77,113.25,114.34,112.74,8158920,2020-06-30,MOEX,0.0249006622516556,1,0.1831346578366446,1,1,1
2608.0,2643.0,2647.0,2608.0,39359,2020-06-30,PHOR,-0.0064320847521756,0,0.0200529701097238,1,1,1
205.7,203.22,206.0,202.36,43754960,2020-06-30,SBER,0.0313945477807302,1,0.0785355772069678,1,1,1
26.155,26.15,26.44,26.15,5179400,2020-07-02,RUAL,0.0191204588910134,1,0.0720841300191206,1,2,3
331.5,330.85,334.0,329.5,6349750,2020-07-02,MTSS,0.0113344415898444,1,-0.0158682182257821,0,2,3
1028.2,1043.0,1050.6,1025.0,1181988,2020-07-02,NVTK,0.0053691275167784,1,0.036241610738255,1,2,3
175.65,177.04999999999998,177.9,175.65,21612520000,2020-07-02,VTBR,0.0073425585992659,1,0.0903699519909631,1,2,3
113.8,116.07,116.33,113.48,12169920,2020-07-02,MOEX,0.0006030843456534,1,0.1351770483329024,1,2,3
4052.0,4202.0,4218.0,4047.0,514315,2020-07-02,MGNT,0.0047596382674917,1,0.1126844359828653,1,2,3
187.0,187.54,188.98,185.3,370186,2020-07-02,GMKN,0.0131172016636451,1,0.0461768156126691,1,2,3
867.2,869.0,874.8,863.6,655644,2020-07-02,CHMF,0.0174913693901035,1,0.0453394706559262,1,2,3
364.05,366.05,367.8,362.5,3698320,2020-07-02,ROSN,-0.0019123070618767,0,-0.0278650457587761,0,2,3
2650.0,2626.0,2651.0,2606.0,81586,2020-07-02,PHOR,-0.0137090632140136,0,0.017897943640518,1,2,3
37.16,37.605,37.8,37.16,17876400,2020-07-02,MAGN,0.0091743119266056,1,0.0446749102512964,1,2,3
1440.2,1447.0,1447.2,1402.0,163773,2020-07-02,T,0.0062197650310988,1,0.2288873531444368,1,2,3
5339.5,5416.0,5422.0,5322.5,1035932,2020-07-02,LKOH,9.231905465290068e-05,1,-0.055576070901034,0,2,3
205.0,209.6,210.15,204.28,76382050,2020-07-02,SBER,0.0064408396946564,1,0.0407919847328244,1,2,3
64.76,65.32,65.59,64.59,14054560,2020-07-02,ALRS,0.0053582363747703,1,0.0180649112063686,1,2,3
1194.2,1197.4,1200.0,1178.0,208227,2020-07-02,PLZL,0.0205445131117421,1,0.3562719224987472,1,2,3
82.36,81.62,84.22,81.4,18886540,2020-07-02,AFLT,-0.0078412153883852,0,0.0112717471208036,1,2,3
333.25,333.2,335.0,331.05,1598620,2020-07-02,SIBN,0.0024009603841537,1,-0.0381152460984393,0,2,3
195.39,195.28,195.84,194.4,34180240,2020-07-02,GAZP,0.0098320360507988,1,-0.0653420729209339,0,2,3
37.82,37.95,38.255,37.63,13648900,2020-07-03,MAGN,0.0160737812911726,1,0.0529644268774702,1,1,4
1426.2,1456.0,1472.6,1426.2,74890,2020-07-03,T,0.0328296703296702,1,0.2843406593406594,1,1,4
210.0,210.95,211.97,209.0,50644210,2020-07-03,SBER,0.017350082958047,1,0.0503436833372836,1,1,4
868.2,884.2,887.8,866.0,896409,2020-07-03,CHMF,0.0190002261931689,1,0.0321194299932141,1,1,4
1197.0,1222.0,1228.4,1193.35,170542,2020-07-03,PLZL,0.0221767594108019,1,0.3869885433715221,1,1,4
80.9,80.98,81.38,79.56,19891100,2020-07-03,AFLT,0.0032106693010618,1,0.027414176339837,1,1,4
333.15,334.0,334.5,331.95,609560,2020-07-03,SIBN,0.0023952095808383,1,-0.0395209580838322,0,1,4
331.0,334.6,335.0,330.45,3379360,2020-07-03,MTSS,0.0104602510460249,1,-0.0210699342498505,0,1,4
5415.5,5416.5,5431.0,5375.5,481273,2020-07-03,LKOH,0.0123696113726576,1,-0.0607403304717067,0,1,4
1039.4,1048.6,1049.0,1036.4,495530,2020-07-03,NVTK,-0.0011443829868393,0,0.0389090215525465,1,1,4
65.4,65.67,65.79,64.82,7349650,2020-07-03,ALRS,0.0060910613674431,1,0.0395918988883812,1,1,4
4202.5,4222.0,4234.5,4179.0,287399,2020-07-03,MGNT,0.0260540028422548,1,0.0862150639507342,1,1,4
116.33,116.14,116.4,115.56,3152250,2020-07-03,MOEX,0.0245393490614775,1,0.1473221973480283,1,1,4
2576.0,2590.0,2600.0,2559.0,67771,2020-07-03,PHOR,0.0119691119691118,1,0.0382239382239382,1,1,4
177.575,178.35,178.475,176.9,16978650000,2020-07-03,VTBR,0.0114942528735633,1,0.0864872441827866,1,1,4
187.54,190.0,191.18,187.26,238636,2020-07-03,GMKN,-0.0389473684210526,0,0.0342105263157894,1,1,4
195.64,197.2,197.48,194.77,26437660,2020-07-03,GAZP,0.0141480730223124,1,-0.0740872210953346,0,1,4
367.5,365.35,368.2,362.95,3345410,2020-07-03,ROSN,0.0094429998631448,1,-0.0231285069111811,0,1,4
26.205,26.65,26.82,26.205,4510330,2020-07-03,RUAL,-0.0043151969981237,0,0.050656660412758,1,1,4
116.85,118.99,120.0,116.4,19538970,2020-07-06,MOEX,0.0295823178418355,1,0.1669888225901337,1,3,0
1052.0,1047.4,1067.8,1040.2,1704009,2020-07-06,NVTK,-0.0124116860798166,0,0.0175673095283557,1,3,0
336.0,334.8,337.5,334.8,1157700,2020-07-06,SIBN,-0.0126941457586619,0,-0.0479390681003584,0,3,0
199.21,199.99,201.75,198.53,46530930,2020-07-06,GAZP,-0.0101505075253762,0,-0.0819540977048852,0,3,0
81.36,81.24,82.64,80.5,18364020,2020-07-06,AFLT,-0.0118168389955686,0,0.0322501230920728,1,3,0
1222.0,1249.1,1260.0,1212.5,209437,2020-07-06,PLZL,0.0172924505644065,1,0.3489712593067009,1,3,0
65.82,66.07,66.5,65.51,17487400,2020-07-06,ALRS,0.0012108369910701,1,0.0378386559709398,1,3,0
2601.0,2621.0,2629.0,2592.0,56603,2020-07-06,PHOR,-0.0019076688286913,0,0.0110644792064098,1,3,0
212.97,214.61,216.79,212.94,55455110,2020-07-06,SBER,-0.019011229672429,0,0.0564279390522342,1,3,0
335.8,338.1,339.6,335.3,8567010,2020-07-06,MTSS,-0.0044365572315883,0,-0.0141969831410825,0,3,0
26.79,26.535,27.25,26.265,11812220,2020-07-06,RUAL,0.0060297719992463,1,0.0870548332391181,1,3,0
367.6,368.8,373.65,367.0,5171010,2020-07-06,ROSN,-0.0079989154013014,0,-0.0334869848156182,0,3,0
38.005,38.56,38.96,38.005,16565100,2020-07-06,MAGN,-0.0108921161825726,0,0.0311203319502073,1,3,0
892.0,901.0,906.0,890.2,1602502,2020-07-06,CHMF,-0.0097669256381797,0,0.0175360710321863,1,3,0
192.02,182.6,193.78,178.96,872985,2020-07-06,GMKN,0.017196056955093,1,0.096276013143483,1,3,0
1481.0,1503.8,1515.0,1456.0,171618,2020-07-06,T,-0.0091767522276898,0,0.2496342598749834,1,3,0
179.875,180.4,180.8,179.0,25804320000,2020-07-06,VTBR,-0.0095620842572061,0,0.1121119733924611,1,3,0
5451.5,5483.5,5512.0,5450.0,1127200,2020-07-06,LKOH,-0.0035561229141971,0,-0.0814260964712318,0,3,0
4235.5,4332.0,4374.0,4235.5,495167,2020-07-06,MGNT,-0.020775623268698,0,0.0650969529085871,1,3,0
366.0,365.85,368.8,364.55,3427320,2020-07-07,ROSN,0.0008200082000817,1,-0.016536832034987,0,1,1
1247.0,1270.7,1272.2,1245.3,174710,2020-07-07,PLZL,0.0162902337294406,1,0.3677894074132366,1,1,1
199.7,197.96,199.94,197.75,35189640,2020-07-07,GAZP,0.016215397049909,1,-0.0740048494645383,0,1,1
4325.0,4242.0,4334.0,4235.5,599558,2020-07-07,MGNT,-0.004007543611504,0,0.0981848184818481,1,1,1
336.5,330.55,336.5,328.5,1907970,2020-07-07,SIBN,-0.0080169414612011,0,-0.0346392376342459,0,1,1
338.55,336.6,338.55,314.0,7943480,2020-07-07,MTSS,-0.0460487225193108,0,-0.0026737967914439,0,1,1
26.06,26.695,26.895,26.06,11379250,2020-07-07,RUAL,0.0095523506274581,1,0.0972092152088406,1,1,1
1480.4,1490.0,1516.8,1480.4,121231,2020-07-07,T,-0.0201342281879194,0,0.2644295302013422,1,1,1
120.0,122.51,123.5,118.59,23113700,2020-07-07,MOEX,-0.0002448779691454,0,0.1472532854460861,1,1,1
2604.0,2616.0,2629.0,2593.0,38960,2020-07-07,PHOR,0.0015290519877675,1,0.0428134556574923,1,1,1
81.0,80.28,81.42,80.12,9040480,2020-07-07,AFLT,0.0077229696063776,1,0.0224215246636771,1,1,1
38.695,38.14,38.935,37.915,20373700,2020-07-07,MAGN,0.0044572627163084,1,0.0512585212375458,1,1,1
179.975,178.675,180.0,178.275,21095430000,2020-07-07,VTBR,-0.0062963481180915,0,0.1301245277738911,1,1,1
1035.2,1034.4,1051.0,1025.4,1258193,2020-07-07,NVTK,0.0106341840680588,1,0.0309358081979891,1,1,1
65.4,66.15,66.98,65.4,17489200,2020-07-07,ALRS,0.0110355253212395,1,0.0566893424036281,1,1,1
213.0,210.53,214.23,210.51,44728560,2020-07-07,SBER,0.0020899634256399,1,0.0789911176554409,1,1,1
5475.0,5464.0,5492.5,5429.5,1013493,2020-07-07,LKOH,-0.0012811127379209,0,-0.0778733528550512,0,1,1
902.4,892.2,903.6,881.4,869804,2020-07-07,CHMF,0.0020174848688634,1,0.0475229769110063,1,1,1
179.52,185.74,187.1,179.26,526365,2020-07-07,GMKN,0.0213201249057821,1,0.0982017874448151,1,1,1
197.98,201.17,201.19,197.55,30744910,2020-07-08,GAZP,-0.0085996918029527,0,-0.0597504598101107,0,1,2
366.0,366.15,366.8,362.75,2852700,2020-07-08,ROSN,-0.0051891301379215,0,-0.0045063498566161,0,1,2
1472.0,1460.0,1496.4,1436.0,74077,2020-07-08,T,0.006986301369863,1,0.3365753424657534,1,1,2
328.55,327.9,329.8,327.05,1050410,2020-07-08,SIBN,-0.0160109789569991,0,-0.0155535224153704,0,1,2
210.8,210.97,212.29,209.3,42068480,2020-07-08,SBER,-0.0088164193961226,0,0.073138360904394,1,1,2
2613.0,2620.0,2627.0,2601.0,32586,2020-07-08,PHOR,-0.0099236641221374,0,0.0385496183206106,1,1,2
186.18,189.7,190.36,185.7,350906,2020-07-08,GMKN,-0.0197153400105428,0,0.101001581444386,1,1,2
4240.0,4225.0,4276.5,4184.0,364115,2020-07-08,MGNT,0.026508875739645,1,0.0963313609467455,1,1,2
1030.2,1045.4,1048.2,1029.6,732054,2020-07-08,NVTK,-0.0187488042854411,0,0.0485938396785918,1,1,2
122.79,122.48,123.69,121.7,8806680,2020-07-08,MOEX,0.0124918354016982,1,0.1867243631613324,1,1,2
1271.0,1291.4,1296.1,1255.6,236782,2020-07-08,PLZL,0.0283413349852872,1,0.4069614371999379,1,1,2
38.14,38.31,38.6,38.07,9097600,2020-07-08,MAGN,0.0095275385016966,1,0.0486818063168883,1,1,2
80.36,80.9,81.38,80.12,7488770,2020-07-08,AFLT,-0.0002472187886281,0,0.0131025957972803,1,1,2
890.0,894.0,897.4,886.0,501238,2020-07-08,CHMF,-0.0199105145413869,0,0.0521252796420581,1,1,2
5465.0,5457.0,5479.0,5405.0,1425218,2020-07-08,LKOH,-0.0678028220634048,0,-0.0588235294117647,0,1,2
26.775,26.95,27.08,26.4,8358080,2020-07-08,RUAL,-0.0165120593692021,0,0.125974025974026,1,1,2
66.3,66.88,66.92,66.08,15969530,2020-07-08,ALRS,-0.0145035885167463,0,0.0445574162679427,1,1,2
178.525,177.55,178.74999999999997,176.375,28616380000,2020-07-08,VTBR,-0.009433962264151,0,0.0856096874119964,1,1,2
320.95,321.1,323.2,317.85,10611710,2020-07-08,MTSS,-0.018997197134849,0,0.0400186857676734,1,1,2
190.02,185.96,190.78,184.22,417504,2020-07-09,GMKN,-0.0024736502473651,0,0.1207786620778661,1,1,3
66.77,65.91,66.98,65.65,21179140,2020-07-09,ALRS,-0.0259444697314519,0,0.0635715369443179,1,1,3
178.2,175.875,178.2,175.00000000000003,25571990000,2020-07-09,VTBR,0.0017057569296374,1,0.0754797441364605,1,1,3
894.0,876.2,896.8,867.8,1012890,2020-07-09,CHMF,0.0045651677699154,1,0.072586167541657,1,1,3
80.9,80.88,82.0,80.4,12812560,2020-07-09,AFLT,0.0084075173095945,1,0.0145895153313551,1,1,3
